"Sample","Date","DateNr","dDay1","dDay2","dDay3","Station","Area","31UE_ED50","31UN_ED50","Year","Month","Season","Salinity","Temperature","CHLFa"
"T010.19940504",19940504,"34429",1582,1584,123,"T010","KZ",639478.72,5925748.15,1994,5,"spring","31.260000000000002","9.8000000000000007","5.0199999999999996"
"T010.19940525",19940525,"5/25/1994",1603,1605,144,"T010","KZ",639478.72,5925748.15,1994,5,"spring","31.98","12.300000000000001","8.9000000000000004"
"T010.19940607",19940607,"34521",1616,1618,157,"T010","KZ",639478.72,5925748.15,1994,6,"summer","31.109999999999999","13.699999999999999","3.48"
"T010.19940707",19940707,"34522",1646,1648,187,"T010","KZ",639478.72,5925748.15,1994,7,"summer","32.18","17.199999999999999","5.1799999999999997"
"T010.19940712",19940712,"34675",1651,1653,192,"T010","KZ",639478.72,5925748.15,1994,7,"summer","31.989999999999998","18","NA"
"T010.19940727",19940727,"7/27/1994",1666,1668,207,"T010","KZ",639478.72,5925748.15,1994,7,"summer","33.060000000000002","19.199999999999999","6.2400000000000002"
"T010.19940810",19940810,"34615",1680,1682,221,"T010","KZ",639478.72,5925748.15,1994,8,"summer","33.420000000000002","20.100000000000001","3.5800000000000001"
"T010.19940823",19940823,"8/23/1994",1693,1695,234,"T010","KZ",639478.72,5925748.15,1994,8,"summer","33.119999999999997","19","16.899999999999999"
"T010.19940921",19940921,"9/21/1994",1722,1724,263,"T010","KZ",639478.72,5925748.15,1994,9,"autumn","32.840000000000003","15.6","4.8399999999999999"
"T010.19940926",19940926,"9/26/1994",1727,1729,268,"T010","KZ",639478.72,5925748.15,1994,9,"autumn","NA","NA","NA"
"T010.19941012",19941012,"34678",1743,1745,284,"T010","KZ",639478.72,5925748.15,1994,10,"autumn","32.420000000000002","13.9","2.6800000000000002"
"T010.19941109",19941109,"34588",1771,1773,312,"T010","KZ",639478.72,5925748.15,1994,11,"autumn","32.229999999999997","11.800000000000001","2.8799999999999999"
"T010.19941221",19941221,"12/21/1994",1813,1815,354,"T010","KZ",639478.72,5925748.15,1994,12,"winter","33.630000000000003","9.4000000000000004","0.92000000000000004"
"T010.19950102",19950102,"34731",1825,1827,1,"T010","KZ",639478.72,5925748.15,1995,1,"winter","NA","NA","NA"
"T010.19950130",19950130,"1/30/1995",1853,1855,29,"T010","KZ",639478.72,5925748.15,1995,1,"winter","NA","NA","NA"
"T010.19950314",19950314,"3/14/1995",1896,1898,72,"T010","KZ",639478.72,5925748.15,1995,3,"spring","30.120000000000001","6.5","2.46"
"T010.19950404",19950404,"34793",1917,1919,93,"T010","KZ",639478.72,5925748.15,1995,4,"spring","33.399999999999999","7.5999999999999996","20.300000000000001"
"T010.19950411",19950411,"35007",1924,1926,100,"T010","KZ",639478.72,5925748.15,1995,4,"spring","33.479999999999997","7.7999999999999998","10"
"T010.19950502",19950502,"34735",1945,1947,121,"T010","KZ",639478.72,5925748.15,1995,5,"spring","32.57","9.8000000000000007","2.7200000000000002"
"T010.19950516",19950516,"5/16/1995",1959,1961,135,"T010","KZ",639478.72,5925748.15,1995,5,"spring","32.18","10.699999999999999","7.7999999999999998"
"T010.19950606",19950606,"34856",1980,1982,156,"T010","KZ",639478.72,5925748.15,1995,6,"summer","NA","NA","NA"
"T010.19950620",19950620,"6/20/1995",1994,1996,170,"T010","KZ",639478.72,5925748.15,1995,6,"summer","31.859999999999999","14.4","5.5199999999999996"
"T010.19950712",19950712,"35040",2016,2018,192,"T010","KZ",639478.72,5925748.15,1995,7,"summer","32.829999999999998","17.800000000000001","9.5"
"T010.19950725",19950725,"7/25/1995",2029,2031,205,"T010","KZ",639478.72,5925748.15,1995,7,"summer","32.200000000000003","18.5","5.5199999999999996"
"T010.19950808",19950808,"34919",2043,2045,219,"T010","KZ",639478.72,5925748.15,1995,8,"summer","32.289999999999999","19.699999999999999","7.2800000000000002"
"T010.19950822",19950822,"8/22/1995",2057,2059,233,"T010","KZ",639478.72,5925748.15,1995,8,"summer","32.82","19.899999999999999","6.8399999999999999"
"T010.19950912",19950912,"35042",2078,2080,254,"T010","KZ",639478.72,5925748.15,1995,9,"autumn","31.399999999999999","17.800000000000001","2.9399999999999999"
"T010.19951003",19951003,"34768",2099,2101,275,"T010","KZ",639478.72,5925748.15,1995,10,"autumn","32.950000000000003","15.300000000000001","3.52"
"T010.19951010",19951010,"34982",2106,2108,282,"T010","KZ",639478.72,5925748.15,1995,10,"autumn","31.379999999999999","15.4","5.5199999999999996"
"T010.19951108",19951108,"34922",2135,2137,311,"T010","KZ",639478.72,5925748.15,1995,11,"autumn","32.369999999999997","13","2.48"
"T010.19951204",19951204,"34801",2161,2163,337,"T010","KZ",639478.72,5925748.15,1995,12,"winter","NA","NA","NA"
"T010.19960116",19960116,"1/16/1996",2204,2206,15,"T010","KZ",639478.72,5925748.15,1996,1,"winter","32.409999999999997","4.2999999999999998","0.81999999999999995"
"T010.19960227",19960227,"2/27/1996",2246,2248,57,"T010","KZ",639478.72,5925748.15,1996,2,"winter","33.100000000000001","1.3999999999999999","1.24"
"T010.19960311",19960311,"35372",2259,2261,70,"T010","KZ",639478.72,5925748.15,1996,3,"spring","NA","NA","NA"
"T010.19960325",19960325,"3/25/1996",2273,2275,84,"T010","KZ",639478.72,5925748.15,1996,3,"spring","NA","NA","NA"
"T010.19960416",19960416,"4/16/1996",2295,2297,106,"T010","KZ",639478.72,5925748.15,1996,4,"spring","32.439999999999998","4","7.7000000000000002"
"T010.19960502",19960502,"35100",2311,2313,122,"T010","KZ",639478.72,5925748.15,1996,5,"spring","33.140000000000001","8","5.7599999999999998"
"T010.19960522",19960522,"5/22/1996",2331,2333,142,"T010","KZ",639478.72,5925748.15,1996,5,"spring","33.520000000000003","9.1999999999999993","6.9400000000000004"
"T010.19960529",19960529,"5/29/1996",2338,2340,149,"T010","KZ",639478.72,5925748.15,1996,5,"spring","33.359999999999999","10.5","6.5199999999999996"
"T010.19960612",19960612,"35405",2352,2354,163,"T010","KZ",639478.72,5925748.15,1996,6,"summer","32.799999999999997","13.699999999999999","5.8399999999999999"
"T010.19960627",19960627,"6/27/1996",2367,2369,178,"T010","KZ",639478.72,5925748.15,1996,6,"summer","33.810000000000002","14","0.54000000000000004"
"T010.19960710",19960710,"35345",2380,2382,191,"T010","KZ",639478.72,5925748.15,1996,7,"summer","32.780000000000001","15.1","5.7800000000000002"
"T010.19960731",19960731,"7/31/1996",2401,2403,212,"T010","KZ",639478.72,5925748.15,1996,7,"summer","33.520000000000003","16.800000000000001","3.7400000000000002"
"T010.19960813",19960813,"8/13/1996",2414,2416,225,"T010","KZ",639478.72,5925748.15,1996,8,"summer","32.740000000000002","18.300000000000001","3.2400000000000002"
"T010.19960827",19960827,"8/27/1996",2428,2430,239,"T010","KZ",639478.72,5925748.15,1996,8,"summer","33.219999999999999","18.399999999999999","4.6600000000000001"
"T010.19960918",19960918,"9/18/1996",2450,2452,261,"T010","KZ",639478.72,5925748.15,1996,9,"autumn","33.5","16.100000000000001","5.0999999999999996"
"T010.19961008",19961008,"35287",2470,2472,281,"T010","KZ",639478.72,5925748.15,1996,10,"autumn","33.939999999999998","14.6","3.2400000000000002"
"T010.19961119",19961119,"11/19/1996",2512,2514,323,"T010","KZ",639478.72,5925748.15,1996,11,"autumn","33.579999999999998","10.300000000000001","1.5"
"T010.19961211",19961211,"35381",2534,2536,345,"T010","KZ",639478.72,5925748.15,1996,12,"winter","31.760000000000002","7.5","1.4399999999999999"
"T010.19970115",19970115,"1/15/1997",2569,2571,14,"T010","KZ",639478.72,5925748.15,1997,1,"winter","32.100000000000001","0.55000000000000004","1"
"T010.19970310",19970310,"35706",2623,2625,68,"T010","KZ",639478.72,5925748.15,1997,3,"spring","NA","NA","NA"
"T010.19970313",19970313,"3/13/1997",2626,2628,71,"T010","KZ",639478.72,5925748.15,1997,3,"spring","31.300000000000001","5.8700000000000001","1.1200000000000001"
"T010.19970325",19970325,"3/25/1997",2638,2640,83,"T010","KZ",639478.72,5925748.15,1997,3,"spring","31.84","6.1200000000000001","0.69999999999999996"
"T010.19970422",19970422,"4/22/1997",2666,2668,111,"T010","KZ",639478.72,5925748.15,1997,4,"spring","33.439999999999998","7.9299999999999997","11.56"
"T010.19970428",19970428,"4/28/1997",2672,2674,117,"T010","KZ",639478.72,5925748.15,1997,4,"spring","NA","NA","NA"
"T010.19970521",19970521,"5/21/1997",2695,2697,140,"T010","KZ",639478.72,5925748.15,1997,5,"spring","32.369999999999997","12.01","3.5800000000000001"
"T010.19970526",19970526,"5/26/1997",2700,2702,145,"T010","KZ",639478.72,5925748.15,1997,5,"spring","NA","NA","NA"
"T010.19970610",19970610,"35709",2715,2717,160,"T010","KZ",639478.72,5925748.15,1997,6,"summer","33.350000000000001","14.01","3.8399999999999999"
"T010.19970625",19970625,"6/25/1997",2730,2732,175,"T010","KZ",639478.72,5925748.15,1997,6,"summer","33.68","14.91","3.0800000000000001"
"T010.19970715",19970715,"7/15/1997",2750,2752,195,"T010","KZ",639478.72,5925748.15,1997,7,"summer","32.219999999999999","17.719999999999999","5.2400000000000002"
"T010.19970729",19970729,"7/29/1997",2764,2766,209,"T010","KZ",639478.72,5925748.15,1997,7,"summer","33.469999999999999","18.329999999999998","2.2599999999999998"
"T010.19970813",19970813,"8/13/1997",2779,2781,224,"T010","KZ",639478.72,5925748.15,1997,8,"summer","32.950000000000003","19.329999999999998","2.7799999999999998"
"T010.19970827",19970827,"8/27/1997",2793,2795,238,"T010","KZ",639478.72,5925748.15,1997,8,"summer","33.039999999999999","20.440000000000001","5.3600000000000003"
"T010.19970908",19970908,"35651",2805,2807,250,"T010","KZ",639478.72,5925748.15,1997,9,"autumn","NA","NA","NA"
"T010.19971021",19971021,"10/21/1997",2848,2850,293,"T010","KZ",639478.72,5925748.15,1997,10,"autumn","33.469999999999999","13.75","NA"
"T010.19971113",19971113,"11/13/1997",2871,2873,316,"T010","KZ",639478.72,5925748.15,1997,11,"autumn","33.479999999999997","11.06","6.1200000000000001"
"T010.19971223",19971223,"12/23/1997",2911,2913,356,"T010","KZ",639478.72,5925748.15,1997,12,"winter","32.82","5.5700000000000003","0.78000000000000003"
"T010.19980113",19980113,"1/13/1998",2932,2934,12,"T010","KZ",639478.72,5925748.15,1998,1,"winter","32.710000000000001","7.1399999999999997","0.81999999999999995"
"T010.19980218",19980218,"2/18/1998",2968,2970,48,"T010","KZ",639478.72,5925748.15,1998,2,"winter","33.159999999999997","6.2599999999999998","1.9399999999999999"
"T010.19980309",19980309,"36041",2987,2989,67,"T010","KZ",639478.72,5925748.15,1998,3,"spring","NA","NA","NA"
"T010.19980401",19980401,"35799",3010,3012,90,"T010","KZ",639478.72,5925748.15,1998,4,"spring","33.350000000000001","7.79","12"
"T010.19980421",19980421,"4/21/1998",3030,3032,110,"T010","KZ",639478.72,5925748.15,1998,4,"spring","32.439999999999998","8.6500000000000004","19.399999999999999"
"T010.19980427",19980427,"4/27/1998",3036,3038,116,"T010","KZ",639478.72,5925748.15,1998,4,"spring","31.52","9.6799999999999997","20.800000000000001"
"T010.19980518",19980518,"5/18/1998",3057,3059,137,"T010","KZ",639478.72,5925748.15,1998,5,"spring","32.450000000000003","13.210000000000001","4.1799999999999997"
"T010.19980526",19980526,"5/26/1998",3065,3067,145,"T010","KZ",639478.72,5925748.15,1998,5,"spring","32.700000000000003","12.460000000000001","1.54"
"T010.19980608",19980608,"36013",3078,3080,158,"T010","KZ",639478.72,5925748.15,1998,6,"summer","NA","NA","NA"
"T010.19980622",19980622,"6/22/1998",3092,3094,172,"T010","KZ",639478.72,5925748.15,1998,6,"summer","33.189999999999998","15.720000000000001","3.7000000000000002"
"T010.19980713",19980713,"7/13/1998",3113,3115,193,"T010","KZ",639478.72,5925748.15,1998,7,"summer","NA","NA","NA"
"T010.19980728",19980728,"7/28/1998",3128,3130,208,"T010","KZ",639478.72,5925748.15,1998,7,"summer","33.649999999999999","17.52","5.4000000000000004"
"T010.19980811",19980811,"36107",3142,3144,222,"T010","KZ",639478.72,5925748.15,1998,8,"summer","33.859999999999999","18.57","1.6399999999999999"
"T010.19980824",19980824,"8/24/1998",3155,3157,235,"T010","KZ",639478.72,5925748.15,1998,8,"summer","NA","NA","NA"
"T010.19980922",19980922,"9/22/1998",3184,3186,264,"T010","KZ",639478.72,5925748.15,1998,9,"autumn","34.310000000000002","16.129999999999999","3.0800000000000001"
"T010.19981012",19981012,"36139",3204,3206,284,"T010","KZ",639478.72,5925748.15,1998,10,"autumn","NA","NA","NA"
"T010.19981117",19981117,"11/17/1998",3240,3242,320,"T010","KZ",639478.72,5925748.15,1998,11,"autumn","29.050000000000001","8.7899999999999991","1.5800000000000001"
"T010.19981222",19981222,"12/22/1998",3275,3277,355,"T010","KZ",639478.72,5925748.15,1998,12,"winter","32","6.4000000000000004","0.92000000000000004"
"T010.19990121",19990121,"1/21/1999",3305,3307,20,"T010","KZ",639478.72,5925748.15,1999,1,"winter","31.140000000000001","6.4299999999999997","0.40000000000000002"
"T010.19990215",19990215,"2/15/1999",3330,3332,45,"T010","KZ",639478.72,5925748.15,1999,2,"winter","NA","NA","NA"
"T010.19990316",19990316,"3/16/1999",3359,3361,74,"T010","KZ",639478.72,5925748.15,1999,3,"spring","31.23","6.5","1.8400000000000001"
"T010.19990330",19990330,"3/30/1999",3373,3375,88,"T010","KZ",639478.72,5925748.15,1999,3,"spring","31.039999999999999","7.2400000000000002","8.0999999999999996"
"T010.19990412",19990412,"36498",3386,3388,101,"T010","KZ",639478.72,5925748.15,1999,4,"spring","NA","NA","NA"
"T010.19990503",19990503,"36224",3407,3409,122,"T010","KZ",639478.72,5925748.15,1999,5,"spring","NA","NA","NA"
"T010.19990519",19990519,"5/19/1999",3423,3425,138,"T010","KZ",639478.72,5925748.15,1999,5,"spring","32.520000000000003","12.609999999999999","3.9199999999999999"
"T010.19990531",19990531,"5/31/1999",3435,3437,150,"T010","KZ",639478.72,5925748.15,1999,5,"spring","NA","NA","NA"
"T010.19990615",19990615,"6/15/1999",3450,3452,165,"T010","KZ",639478.72,5925748.15,1999,6,"summer","32.060000000000002","15.16","8.7599999999999998"
"T010.19990701",19990701,"36167",3466,3468,181,"T010","KZ",639478.72,5925748.15,1999,7,"summer","32.109999999999999","16.48","9.5199999999999996"
"T010.19990708",19990708,"36379",3473,3475,188,"T010","KZ",639478.72,5925748.15,1999,7,"summer","32.130000000000003","17.48","3.1600000000000001"
"T010.19990729",19990729,"7/29/1999",3494,3496,209,"T010","KZ",639478.72,5925748.15,1999,7,"summer","33.140000000000001","18.120000000000001","0.52000000000000002"
"T010.19990812",19990812,"36502",3508,3510,223,"T010","KZ",639478.72,5925748.15,1999,8,"summer","33.210000000000001","19.219999999999999","1.5800000000000001"
"T010.19990826",19990826,"8/26/1999",3522,3524,237,"T010","KZ",639478.72,5925748.15,1999,8,"summer","32.920000000000002","18.09","1.1000000000000001"
"T010.19990915",19990915,"9/15/1999",3542,3544,257,"T010","KZ",639478.72,5925748.15,1999,9,"autumn","32.689999999999998","19.239999999999998","3.1600000000000001"
"T010.19991011",19991011,"36474",3568,3570,283,"T010","KZ",639478.72,5925748.15,1999,10,"autumn","NA","NA","NA"
"T010.19991115",19991115,"11/15/1999",3603,3605,318,"T010","KZ",639478.72,5925748.15,1999,11,"autumn","NA","NA","NA"
"T010.19991228",19991228,"12/28/1999",3646,3648,361,"T010","KZ",639478.72,5925748.15,1999,12,"winter","33.18","6.4900000000000002","1.28"
"T010.20000120",20000120,"1/20/2000",3669,3671,19,"T010","KZ",639478.72,5925748.15,2000,1,"winter","31.870000000000001","6.0199999999999996","1.1000000000000001"
"T010.20000215",20000215,"2/15/2000",3695,3697,45,"T010","KZ",639478.72,5925748.15,2000,2,"winter","31.609999999999999","5.9100000000000001","1.1000000000000001"
"T010.20000323",20000323,"3/23/2000",3732,3734,82,"T010","KZ",639478.72,5925748.15,2000,3,"spring","31.82","7.0499999999999998","1.5600000000000001"
"T010.20000327",20000327,"3/27/2000",3736,3738,86,"T010","KZ",639478.72,5925748.15,2000,3,"spring","NA","NA","NA"
"T010.20000411",20000411,"36834",3751,3753,101,"T010","KZ",639478.72,5925748.15,2000,4,"spring","32.960000000000001","7.3899999999999997","5"
"T010.20000502",20000502,"36561",3772,3774,122,"T010","KZ",639478.72,5925748.15,2000,5,"spring","31.640000000000001","9.8100000000000005","9.6799999999999997"
"T010.20000515",20000515,"5/15/2000",3785,3787,135,"T010","KZ",639478.72,5925748.15,2000,5,"spring","NA","NA","NA"
"T010.20000529",20000529,"5/29/2000",3799,3801,149,"T010","KZ",639478.72,5925748.15,2000,5,"spring","NA","NA","NA"
"T010.20000615",20000615,"6/15/2000",3816,3818,166,"T010","KZ",639478.72,5925748.15,2000,6,"summer","32.280000000000001","14.69","8.8200000000000003"
"T010.20000628",20000628,"6/28/2000",3829,3831,179,"T010","KZ",639478.72,5925748.15,2000,6,"summer","32.380000000000003","15.09","2.3599999999999999"
"T010.20000719",20000719,"7/19/2000",3850,3852,200,"T010","KZ",639478.72,5925748.15,2000,7,"summer","33.649999999999999","15.6","1.3400000000000001"
"T010.20000803",20000803,"36593",3865,3867,215,"T010","KZ",639478.72,5925748.15,2000,8,"summer","33.020000000000003","17.16","2.8399999999999999"
"T010.20000816",20000816,"8/16/2000",3878,3880,228,"T010","KZ",639478.72,5925748.15,2000,8,"summer","30.949999999999999","18.77","4.2199999999999998"
"T010.20000831",20000831,"8/31/2000",3893,3895,243,"T010","KZ",639478.72,5925748.15,2000,8,"summer","32.380000000000003","18.559999999999999","3.1400000000000001"
"T010.20000911",20000911,"36839",3904,3906,254,"T010","KZ",639478.72,5925748.15,2000,9,"autumn","NA","NA","NA"
"T010.20001017",20001017,"10/17/2000",3940,3942,290,"T010","KZ",639478.72,5925748.15,2000,10,"autumn","32.100000000000001","14.35","2.2799999999999998"
"T010.20001114",20001114,"11/14/2000",3968,3970,318,"T010","KZ",639478.72,5925748.15,2000,11,"autumn","33.579999999999998","10.99","1.1399999999999999"
"T010.20001211",20001211,"36842",3995,3997,345,"T010","KZ",639478.72,5925748.15,2000,12,"winter","NA","NA","NA"
"T010.20010109",20010109,"37135",4024,4026,8,"T010","KZ",639478.72,5925748.15,2001,1,"winter","33.439999999999998","6.6900000000000004","1.3600000000000001"
"T010.20010213",20010213,"2/13/2001",4059,4061,43,"T010","KZ",639478.72,5925748.15,2001,2,"winter","31.120000000000001","5.7000000000000002","4.5599999999999996"
"T010.20010312",20010312,"37228",4086,4088,70,"T010","KZ",639478.72,5925748.15,2001,3,"spring","NA","NA","NA"
"T010.20010326",20010326,"3/26/2001",4100,4102,84,"T010","KZ",639478.72,5925748.15,2001,3,"spring","NA","NA","NA"
"T010.20010409",20010409,"37138",4114,4116,98,"T010","KZ",639478.72,5925748.15,2001,4,"spring","NA","NA","NA"
"T010.20010502",20010502,"36927",4137,4139,121,"T010","KZ",639478.72,5925748.15,2001,5,"spring","31.760000000000002","8.9499999999999993","18.800000000000001"
"T010.20010516",20010516,"5/16/2001",4151,4153,135,"T010","KZ",639478.72,5925748.15,2001,5,"spring","32.289999999999999","10.800000000000001","8.7799999999999994"
"T010.20010530",20010530,"5/30/2001",4165,4167,149,"T010","KZ",639478.72,5925748.15,2001,5,"spring","32.149999999999999","12.81","0.78000000000000003"
"T010.20010613",20010613,"6/13/2001",4179,4181,163,"T010","KZ",639478.72,5925748.15,2001,6,"summer","31.75","13.98","4.8399999999999999"
"T010.20010627",20010627,"6/27/2001",4193,4195,177,"T010","KZ",639478.72,5925748.15,2001,6,"summer","31.66","15.539999999999999","10.6"
"T010.20010725",20010725,"7/25/2001",4221,4223,205,"T010","KZ",639478.72,5925748.15,2001,7,"summer","32.75","17.609999999999999","6.0199999999999996"
"T010.20010801",20010801,"36899",4228,4230,212,"T010","KZ",639478.72,5925748.15,2001,8,"summer","32.560000000000002","18.75","3.46"
"T010.20010814",20010814,"8/14/2001",4241,4243,225,"T010","KZ",639478.72,5925748.15,2001,8,"summer","32.700000000000003","18.809999999999999","5.9800000000000004"
"T010.20010829",20010829,"8/29/2001",4256,4258,240,"T010","KZ",639478.72,5925748.15,2001,8,"summer","31.68","19.370000000000001","6.6200000000000001"
"T010.20010912",20010912,"37234",4270,4272,254,"T010","KZ",639478.72,5925748.15,2001,9,"autumn","NA","NA","NA"
"T010.20011018",20011018,"10/18/2001",4306,4308,290,"T010","KZ",639478.72,5925748.15,2001,10,"autumn","32.840000000000003","15.6","3.98"
"T010.20011112",20011112,"37236",4331,4333,315,"T010","KZ",639478.72,5925748.15,2001,11,"autumn","NA","NA","NA"
"T010.20011210",20011210,"37176",4359,4361,343,"T010","KZ",639478.72,5925748.15,2001,12,"winter","31.309999999999999","8.9199999999999999","1.6200000000000001"
"T010.20020108",20020108,"37469",4388,4390,7,"T010","KZ",639478.72,5925748.15,2002,1,"winter","32.43","5.6399999999999997","0.83999999999999997"
"T010.20020211",20020211,"37562",4422,4424,41,"T010","KZ",639478.72,5925748.15,2002,2,"winter","NA","NA","NA"
"T010.20020313",20020313,"3/13/2002",4452,4454,71,"T010","KZ",639478.72,5925748.15,2002,3,"spring","NA","7.21","3.52"
"T010.20020404",20020404,"37350",4474,4476,93,"T010","KZ",639478.72,5925748.15,2002,4,"spring","31.460000000000001","8.4499999999999993","5.4000000000000004"
"T010.20020417",20020417,"4/17/2002",4487,4489,106,"T010","KZ",639478.72,5925748.15,2002,4,"spring","31.809999999999999","8.3699999999999992","1.22"
"T010.20020423",20020423,"4/23/2002",4493,4495,112,"T010","KZ",639478.72,5925748.15,2002,4,"spring","32","9.3800000000000008","0.71999999999999997"
"T010.20020516",20020516,"5/16/2002",4516,4518,135,"T010","KZ",639478.72,5925748.15,2002,5,"spring","32.189999999999998","11.94","2.2400000000000002"
"T010.20020528",20020528,"5/28/2002",4528,4530,147,"T010","KZ",639478.72,5925748.15,2002,5,"spring","31.859999999999999","13.16","10.6"
"T010.20020620",20020620,"6/20/2002",4551,4553,170,"T010","KZ",639478.72,5925748.15,2002,6,"summer","31.789999999999999","15.94","9.2400000000000002"
"T010.20020626",20020626,"6/26/2002",4557,4559,176,"T010","KZ",639478.72,5925748.15,2002,6,"summer","32.259999999999998","16.32","9.5199999999999996"
"T010.20020717",20020717,"7/17/2002",4578,4580,197,"T010","KZ",639478.72,5925748.15,2002,7,"summer","32.340000000000003","17.350000000000001","5.8399999999999999"
"T010.20020730",20020730,"7/30/2002",4591,4593,210,"T010","KZ",639478.72,5925748.15,2002,7,"summer","32.850000000000001","18.219999999999999","1.6000000000000001"
"T010.20020821",20020821,"8/21/2002",4613,4615,232,"T010","KZ",639478.72,5925748.15,2002,8,"summer","32.509999999999998","20.059999999999999","2.1600000000000001"
"T010.20020828",20020828,"8/28/2002",4620,4622,239,"T010","KZ",639478.72,5925748.15,2002,8,"summer","32.719999999999999","19.989999999999998","4.2800000000000002"
"T010.20020918",20020918,"9/18/2002",4641,4643,260,"T010","KZ",639478.72,5925748.15,2002,9,"autumn","32.689999999999998","18.59","4.7000000000000002"
"T010.20021014",20021014,"10/14/2002",4667,4669,286,"T010","KZ",639478.72,5925748.15,2002,10,"autumn","NA","NA","NA"
"T010.20021113",20021113,"11/13/2002",4697,4699,316,"T010","KZ",639478.72,5925748.15,2002,11,"autumn","32.079999999999998","11.35","4.4400000000000004"
"T010.20021217",20021217,"12/17/2002",4731,4733,350,"T010","KZ",639478.72,5925748.15,2002,12,"winter","30.859999999999999","4.5999999999999996","0.88"
"T010.20030107",20030107,"37803",4752,4754,6,"T010","KZ",639478.72,5925748.15,2003,1,"winter","31.82","4.2800000000000002","0.97999999999999998"
"T010.20030211",20030211,"37927",4787,4789,41,"T010","KZ",639478.72,5925748.15,2003,2,"winter","31.239999999999998","4.7300000000000004","0.92000000000000004"
"T010.20030319",20030319,"3/19/2003",4823,4825,77,"T010","KZ",639478.72,5925748.15,2003,3,"spring","32.43","5.5999999999999996","16"
"T010.20030324",20030324,"3/24/2003",4828,4830,82,"T010","KZ",639478.72,5925748.15,2003,3,"spring","NA","NA","9.6600000000000001"
"T010.20030417",20030417,"4/17/2003",4852,4854,106,"T010","KZ",639478.72,5925748.15,2003,4,"spring","NA","NA","NA"
"T010.20030423",20030423,"4/23/2003",4858,4860,112,"T010","KZ",639478.72,5925748.15,2003,4,"spring","32.460000000000001","8.6899999999999995","6.2400000000000002"
"T010.20030428",20030428,"4/28/2003",4863,4865,117,"T010","KZ",639478.72,5925748.15,2003,4,"spring","NA","NA","NA"
"T010.20030514",20030514,"5/14/2003",4879,4881,133,"T010","KZ",639478.72,5925748.15,2003,5,"spring","NA","NA","5.3200000000000003"
"T010.20030526",20030526,"5/26/2003",4891,4893,145,"T010","KZ",639478.72,5925748.15,2003,5,"spring","NA","NA","NA"
"T010.20030612",20030612,"37961",4908,4910,162,"T010","KZ",639478.72,5925748.15,2003,6,"summer","NA","NA","6.8399999999999999"
"T010.20030623",20030623,"6/23/2003",4919,4921,173,"T010","KZ",639478.72,5925748.15,2003,6,"summer","NA","NA","NA"
"T010.20030721",20030721,"7/21/2003",4947,4949,201,"T010","KZ",639478.72,5925748.15,2003,7,"summer","32.859999999999999","19.010000000000002","3.2400000000000002"
"T010.20030730",20030730,"7/30/2003",4956,4958,210,"T010","KZ",639478.72,5925748.15,2003,7,"summer","32.649999999999999","19.510000000000002","6.6799999999999997"
"T010.20030813",20030813,"8/13/2003",4970,4972,224,"T010","KZ",639478.72,5925748.15,2003,8,"summer","32.950000000000003","20.719999999999999","2.3799999999999999"
"T010.20030826",20030826,"8/26/2003",4983,4985,237,"T010","KZ",639478.72,5925748.15,2003,8,"summer","33.229999999999997","19.920000000000002","3.1800000000000002"
"T010.20030918",20030918,"9/18/2003",5006,5008,260,"T010","KZ",639478.72,5925748.15,2003,9,"autumn","33.740000000000002","18.510000000000002","2.04"
"T010.20031022",20031022,"10/22/2003",5040,5042,294,"T010","KZ",639478.72,5925748.15,2003,10,"autumn","NA","NA","5.54"
"T010.20031111",20031111,"37936",5060,5062,314,"T010","KZ",639478.72,5925748.15,2003,11,"autumn","33.57","9.6199999999999992","7.2400000000000002"
"T010.20031215",20031215,"12/15/2003",5094,5096,348,"T010","KZ",639478.72,5925748.15,2003,12,"winter","NA","NA","NA"
"T010.20040107",20040107,"38169",5117,5119,6,"T010","KZ",639478.72,5925748.15,2004,1,"winter","NA","NA","NA"
"T010.20040209",20040209,"38232",5150,5152,39,"T010","KZ",639478.72,5925748.15,2004,2,"winter","NA","NA","NA"
"T010.20040310",20040310,"38263",5180,5182,69,"T010","KZ",639478.72,5925748.15,2004,3,"spring","32.939999999999998","5.0300000000000002","4.7599999999999998"
"T010.20040324",20040324,"3/24/2004",5194,5196,83,"T010","KZ",639478.72,5925748.15,2004,3,"spring","33.759999999999998","6.1200000000000001","4.6399999999999997"
"T010.20040415",20040415,"4/15/2004",5216,5218,105,"T010","KZ",639478.72,5925748.15,2004,4,"spring","33.420000000000002","8","8.0399999999999991"
"T010.20040428",20040428,"4/28/2004",5229,5231,118,"T010","KZ",639478.72,5925748.15,2004,4,"spring","32.990000000000002","10.130000000000001","7.04"
"T010.20040513",20040513,"5/13/2004",5244,5246,133,"T010","KZ",639478.72,5925748.15,2004,5,"spring","32.640000000000001","11.09","1.02"
"T010.20040524",20040524,"5/24/2004",5255,5257,144,"T010","KZ",639478.72,5925748.15,2004,5,"spring","33.100000000000001","12.5","NA"
"T010.20040609",20040609,"38236",5271,5273,160,"T010","KZ",639478.72,5925748.15,2004,6,"summer","33.68","13.93","1.3999999999999999"
"T010.20040621",20040621,"6/21/2004",5283,5285,172,"T010","KZ",639478.72,5925748.15,2004,6,"summer","33.390000000000001","15.56","13.4"
